"individual.local.identifier","species","stop_id","timestamp","lc","location.long","location.lat"
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227383182268,-15.2030878855836
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228705026137,-15.2032491358338
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228176168603,-15.2031140336602
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229001209649,-15.2032231850007
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228805488928,-15.20317319066
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228168015751,-15.2032494814135
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229851093688,-15.2031756130636
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3226874421954,-15.2032939273507
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227959853941,-15.2031813402955
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.32285897672,-15.2032110296069
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228022828005,-15.2032482868304
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227923735265,-15.2032028666295
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228114049739,-15.2031413180748
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227733306417,-15.2032312557552
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227929579542,-15.2031372221575
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228492177781,-15.2032538023913
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227855795158,-15.20326378227
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228325373549,-15.2031540455132
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228621888498,-15.2032032672782
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228174725636,-15.2033027177271
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227710962074,-15.2032606601212
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.322841311639,-15.203328487436
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.322843557881,-15.2033076642919
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227448165438,-15.2031804922701
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.322756462209,-15.2031598537614
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229267797398,-15.2031361069603
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227444481205,-15.2031062411646
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228656589792,-15.2031533718781
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228255408872,-15.2031464261228
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227462994442,-15.2031425053762
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228147717024,-15.2031508495422
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227879831853,-15.2032807627973
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229081189421,-15.20312735627
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228798756419,-15.2031369964467
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228419155466,-15.2031845300775
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229280458354,-15.2032436489769
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227645130511,-15.2032722934518
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227870228282,-15.2031550080028
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229221359743,-15.2031708089713
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228147661395,-15.2031179856599
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3229176679714,-15.2031441190611
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.32285967087,-15.2032088631695
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227739815196,-15.2031433112851
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228166088524,-15.2031193393471
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228788584286,-15.2032312676867
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227870207631,-15.2031811040794
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3228014327825,-15.2033200889012
"KCV","HUGO",57,2019-09-12 18:01:00,"G",-64.3227863479278,-15.2031536426379
